"system_name","namespace","type_name","system_kind","side_hint","purpose_hint","tick_hint","tick_semantics","evidence","needs_runtime_verification","source"
"ProjectM.Terrain.ChunkObjectManager","ProjectM.Terrain","ChunkObjectManager","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.DisableHybridRenderingObjectsOnServerSystem","ProjectM.Terrain","DisableHybridRenderingObjectsOnServerSystem","system","shared/unknown","AI/navigation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.EndProcessAfterLoadBarrier","ProjectM.Terrain","EndProcessAfterLoadBarrier","barrier","shared/unknown","AI/navigation","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.FluffBakingSystem","ProjectM.Terrain","FluffBakingSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.FluffEditorRuntimeBuildSpawnDataSystem","ProjectM.Terrain","FluffEditorRuntimeBuildSpawnDataSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.FluffEditorRuntimeEndSystem","ProjectM.Terrain","FluffEditorRuntimeEndSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.FluffEditorRuntimeFilterSystem","ProjectM.Terrain","FluffEditorRuntimeFilterSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.FluffEditorRuntimeHeightSystem","ProjectM.Terrain","FluffEditorRuntimeHeightSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.FluffEditorRuntimeRenderDataSystem","ProjectM.Terrain","FluffEditorRuntimeRenderDataSystem","system","shared/unknown","AI/navigation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.HideableSceneryBakingSystem","ProjectM.Terrain","HideableSceneryBakingSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.MapZoneDebugSystem","ProjectM.Terrain","MapZoneDebugSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.MoveChunkOnLoad_SpawnPointBuffer","ProjectM.Terrain","MoveChunkOnLoad_SpawnPointBuffer","type/reference","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.MoveLoadedTerrainChunkSystem","ProjectM.Terrain","MoveLoadedTerrainChunkSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.PostPaintBarrierSystem","ProjectM.Terrain","PostPaintBarrierSystem","system","shared/unknown","AI/navigation","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.PrepareMoveLoadedTerrainChunkSystem","ProjectM.Terrain","PrepareMoveLoadedTerrainChunkSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.RemoveTerrainChunkSpawnTagsBakingSystem","ProjectM.Terrain","RemoveTerrainChunkSpawnTagsBakingSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.RenderFluffBarrier","ProjectM.Terrain","RenderFluffBarrier","barrier","shared/unknown","AI/navigation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.SetupChunkArraysSystem","ProjectM.Terrain","SetupChunkArraysSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.SetupSurfaceSystem","ProjectM.Terrain","SetupSurfaceSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.ShowControlledAreaIdGridSystem","ProjectM.Terrain","ShowControlledAreaIdGridSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.ShowSurfaceDebugGridSystem","ProjectM.Terrain","ShowSurfaceDebugGridSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.ShowSurfaceEnabledGridSystem","ProjectM.Terrain","ShowSurfaceEnabledGridSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.ShowSurfaceFluffSystem","ProjectM.Terrain","ShowSurfaceFluffSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.ShowTileHeightsSystem","ProjectM.Terrain","ShowTileHeightsSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.SurfaceTextureBarrier","ProjectM.Terrain","SurfaceTextureBarrier","barrier","shared/unknown","AI/navigation","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.SurfaceTypeUpdateSystem","ProjectM.Terrain","SurfaceTypeUpdateSystem","system","shared/unknown","AI/navigation","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.TerrainChunkHeightsBakingSystem","ProjectM.Terrain","TerrainChunkHeightsBakingSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.TerrainEditorUpdateGroup","ProjectM.Terrain","TerrainEditorUpdateGroup","group","shared/unknown","AI/navigation","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.TerrainManager","ProjectM.Terrain","TerrainManager","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.TerrainManager_Debug","ProjectM.Terrain","TerrainManager_Debug","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.TerrainSurfaceManager","ProjectM.Terrain","TerrainSurfaceManager","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.TerritoryManagerSpawnSystem","ProjectM.Terrain","TerritoryManagerSpawnSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.TerritorySpawnSystem","ProjectM.Terrain","TerritorySpawnSystem","system","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.UpdateSurfaceTextureSystem","ProjectM.Terrain","UpdateSurfaceTextureSystem","system","shared/unknown","AI/navigation","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.UpdateWaypointRegionSystem","ProjectM.Terrain","UpdateWaypointRegionSystem","system","shared/unknown","AI/navigation","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.WorldInitializationSystem","ProjectM.Terrain","WorldInitializationSystem","system","shared/unknown","AI/navigation","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.WorldLoadingManagerSystem","ProjectM.Terrain","WorldLoadingManagerSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Terrain.WorldLoadStartupTracker","ProjectM.Terrain","WorldLoadStartupTracker","type/reference","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TestSerializedPersistenceSystem","ProjectM","TestSerializedPersistenceSystem","system","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TheMonsterGeneratorBuffSystem_Spawn","ProjectM","TheMonsterGeneratorBuffSystem_Spawn","type/reference","shared/unknown","buffs/effects","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TheMonsterGeneratorBuffSystem_Update","ProjectM","TheMonsterGeneratorBuffSystem_Update","type/reference","shared/unknown","buffs/effects","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TickerSystem","ProjectM","TickerSystem","system","shared/unknown","unknown; research required","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Tiles.TileModelBakingSystem","ProjectM.Tiles","TileModelBakingSystem","system","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Tiles.TileModelCleanupNetworkedChildrenInSubsceneSystem","ProjectM.Tiles","TileModelCleanupNetworkedChildrenInSubsceneSystem","system","shared/unknown","castle/building","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Tiles.TileModelHeightsBakingSystem","ProjectM.Tiles","TileModelHeightsBakingSystem","system","shared/unknown","castle/building","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ToggleInvulnerableAdminEventSystem","ProjectM","ToggleInvulnerableAdminEventSystem","system","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ToggleRefiningRecipeSystem","ProjectM","ToggleRefiningRecipeSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ToggleRefiningSystem","ProjectM","ToggleRefiningSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ToggleSalvagestationSystem","ProjectM","ToggleSalvagestationSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.ToggleUserPermissionsSystem","ProjectM","ToggleUserPermissionsSystem","system","shared/unknown","networking","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TopdownCameraSystem","ProjectM","TopdownCameraSystem","system","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TrackComponentChangesSystem","ProjectM","TrackComponentChangesSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TrackDeltaTimeSystem","ProjectM","TrackDeltaTimeSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TrackSceneLoadingTimesSystem","ProjectM","TrackSceneLoadingTimesSystem","system","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TraderPurchaseSystem","ProjectM","TraderPurchaseSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TraderSpawnSystem","ProjectM","TraderSpawnSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TraderSyncSystem","ProjectM","TraderSyncSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TransformGroup","ProjectM","TransformGroup","group","shared/unknown","baking/conversion","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TravelBuffCollectionPersistenceSystem","ProjectM","TravelBuffCollectionPersistenceSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TravelBuffCollectionSystem","ProjectM","TravelBuffCollectionSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TravelBuffDeregisterSystem","ProjectM","TravelBuffDeregisterSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TravelBuffRegisterSystem","ProjectM","TravelBuffRegisterSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TravelBuffUpdateLastTranslationSystem","ProjectM","TravelBuffUpdateLastTranslationSystem","system","shared/unknown","buffs/effects","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TravelToTargetSpawnSystem","ProjectM","TravelToTargetSpawnSystem","system","shared/unknown","entities/spawn","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TravelToTargetSystem","ProjectM","TravelToTargetSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TriggerPersistenceSaveSystem","ProjectM","TriggerPersistenceSaveSystem","system","shared/unknown","persistence","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.TriggerRemapAbilitySlotsForGamepadSystem","ProjectM","TriggerRemapAbilitySlotsForGamepadSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.AbilityBarParentBinderSystem","ProjectM.UI","AbilityBarParentBinderSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.AbilityBarParentMapper","ProjectM.UI","AbilityBarParentMapper","type/reference","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.AbilityDetailsMapper","ProjectM.UI","AbilityDetailsMapper","type/reference","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.AchievementsSystem","ProjectM.UI","AchievementsSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ActionBarParentMapper","ProjectM.UI","ActionBarParentMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ActionWheelSystem","ProjectM.UI","ActionWheelSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.AlertsUISystem","ProjectM.UI","AlertsUISystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.AnnouncementHUDEventsSystem","ProjectM.UI","AnnouncementHUDEventsSystem","system","shared/unknown","presentation","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.AnnouncementHUDSystem","ProjectM.UI","AnnouncementHUDSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ArenaStationMenuMapper","ProjectM.UI","ArenaStationMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ArenaStationSubMenuMapper","ProjectM.UI","ArenaStationSubMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ArenaSummaryHUDSystem","ProjectM.UI","ArenaSummaryHUDSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.ArenaZoneMenuMapper","ProjectM.UI","ArenaZoneMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BiteHUDSystem","ProjectM.UI","BiteHUDSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BloodMixerMenuMapper","ProjectM.UI","BloodMixerMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BloodMixerSubMenuMapper","ProjectM.UI","BloodMixerSubMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BuffBarParentSystem","ProjectM.UI","BuffBarParentSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BuildGridSystem","ProjectM.UI","BuildGridSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BuildInventoryItemMenuMapper","ProjectM.UI","BuildInventoryItemMenuMapper","type/reference","shared/unknown","inventory/items","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BuildMenuMapper","ProjectM.UI","BuildMenuMapper","type/reference","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BuildMenuWallpaperOperationSequencerSystem","ProjectM.UI","BuildMenuWallpaperOperationSequencerSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.UI.BuildMenuWallpaperOperationSystem","ProjectM.UI","BuildMenuWallpaperOperationSystem","system","shared/unknown","presentation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
